,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
244,"Reeve: any plans for winter break?
Winslow: you have any? i guess i just go home and stay down
Booker: italy. skiing. like every year
Dodson: i dont do much skiing at all
Booker: so what you gonna do?
Dodson: actually, we and trish think of going to the seaside
Winslow: Sea in winter? any exotic place?
Reeve: i guess Dominicana is top now
Dodson: we cant afford that.
Reeve: so?
Dodson: well just go somewhere near, book a hotel for 3/4 nites
Winslow: with spa and all that?
Dodson: yeah, whatever to make her happy
Booker: she still angryey about the party?
Dodson: slowly getting better
Reeve: surely carrabeans would make her happy all right
Dodson: yeah i wish. not in this century
Winslow: sea sounds good anyway
Booker: i prefer mountains anyway
Reeve: yeah & me & Slow still have no idea what to do",pegasus,"Reeve, Winslow, Booker and Dodson have no plans for winter break. They are going to go to the seaside. They are going to book a hotel for 3/4 nights.",SAMSum,"{'Reeve, Winslow, Booker and Dodson have no plans for winter break.': [('Reeve, Winslow, Booker and Dodson', 'intrinsic', 'EntE')], 'They are going to go to the seaside.': [('They', 'n/a', 'CorefE')], 'They are going to book a hotel for 3/4 nights.': [('They', 'n/a', 'CorefE')]}",Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.
245,"Scarlett: Hey Daisy, can you send me your RGS application?
Daisy: Oh sorry I totally forgot
Daisy: I'm sending it to you right now
Scarlett: No worries, thanks!!
Daisy: Good luck with yours
Daisy: If you have any questions let me know
Scarlett: Thanks a lot Daisy!!",pegasus,Daisy forgot to send Scarlett her RGS application. She's sending it to Scarlett right now. She will let Scarlett know if she has any questions.,SAMSum,"{'She will let Scarlett know if she has any questions.': [('She', 'n/a', 'CorefE')]}",Daisy is sending Scarlett her RGS application.
246,"Scarlett: Hey Daisy, can you send me your RGS application?
Daisy: Oh sorry I totally forgot
Daisy: I'm sending it to you right now
Scarlett: No worries, thanks!!
Daisy: Good luck with yours
Daisy: If you have any questions let me know
Scarlett: Thanks a lot Daisy!!",condigsum,Daisy is sending Scarlett her RGS application.,SAMSum,{},Daisy is sending Scarlett her RGS application.
247,"Scarlett: Hey Daisy, can you send me your RGS application?
Daisy: Oh sorry I totally forgot
Daisy: I'm sending it to you right now
Scarlett: No worries, thanks!!
Daisy: Good luck with yours
Daisy: If you have any questions let me know
Scarlett: Thanks a lot Daisy!!",structure_aware_bart,Daisy has sent Scarlett her RGS application.,SAMSum,"{'Daisy has sent Scarlett her RGS application.': [('has sent', 'intrinsic', 'PredE')]}",Daisy is sending Scarlett her RGS application.
248,"Scarlett: Hey Daisy, can you send me your RGS application?
Daisy: Oh sorry I totally forgot
Daisy: I'm sending it to you right now
Scarlett: No worries, thanks!!
Daisy: Good luck with yours
Daisy: If you have any questions let me know
Scarlett: Thanks a lot Daisy!!",gpt3_finetune,Daisy forgot to send Scarlett her RGS application. Daisy has already sent it to Scarlett.,SAMSum,"{'Daisy has already sent it to Scarlett.': [('has already sent', 'intrinsic', 'PredE')]}",Daisy is sending Scarlett her RGS application.
249,"Scarlett: Hey Daisy, can you send me your RGS application?
Daisy: Oh sorry I totally forgot
Daisy: I'm sending it to you right now
Scarlett: No worries, thanks!!
Daisy: Good luck with yours
Daisy: If you have any questions let me know
Scarlett: Thanks a lot Daisy!!",bart,Daisy forgot to send Scarlett her RGS application. She's sending it to her now.,SAMSum,{},Daisy is sending Scarlett her RGS application.
250,"Amka: Have you ever been to Erasmus?
Amka: and how are you spending Halloween?
Mick: I've never done any student exchanges before.
Mick: That sounds like a lot of fun.
Mick: It's good you're doing a lot of this.
Mick: T'll make your CV 10x better.
Mick: Im'm gonna go to da club with my friends for Halloween loool
Amka: I propably won't dress up.
Mick: There was a plan for me to go to London for Halloween
Mick: with my grandparents
Mick: But my grandma is having some health issues
Mick: and the plan does'nt exist anymore
Amka: :(
Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>
Amka: What are your plans now?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on.
Mick: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it.",condigsum,"Amka is doing a lot of Erasmus. Mick has never done any student exchanges before. He will go to the club with his friends for Halloween. Amka won't dress up. Mick's grandma is having health issues, so he can't go to London for Halloween with his grandparents.",SAMSum,"{'Amka is doing a lot of Erasmus.': [('a lot of Erasmus', 'intrinsic', 'EntE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
251,"Amka: Have you ever been to Erasmus?
Amka: and how are you spending Halloween?
Mick: I've never done any student exchanges before.
Mick: That sounds like a lot of fun.
Mick: It's good you're doing a lot of this.
Mick: T'll make your CV 10x better.
Mick: Im'm gonna go to da club with my friends for Halloween loool
Amka: I propably won't dress up.
Mick: There was a plan for me to go to London for Halloween
Mick: with my grandparents
Mick: But my grandma is having some health issues
Mick: and the plan does'nt exist anymore
Amka: :(
Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>
Amka: What are your plans now?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on.
Mick: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it.",gpt3_finetune,Mick has never been to Erasmus. Mick is going to a club for Halloween in Poland. Amka probably won't dress up for Halloween. Amka and Mick might go to the coffin on 1 November together.,SAMSum,"{'Mick is going to a club for Halloween in Poland.': [('in Poland', 'intrinsic', 'CirE')], 'Amka and Mick might go to the coffin on 1 November together.': [('whole sentence', '', 'Others')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
252,"Amka: Have you ever been to Erasmus?
Amka: and how are you spending Halloween?
Mick: I've never done any student exchanges before.
Mick: That sounds like a lot of fun.
Mick: It's good you're doing a lot of this.
Mick: T'll make your CV 10x better.
Mick: Im'm gonna go to da club with my friends for Halloween loool
Amka: I propably won't dress up.
Mick: There was a plan for me to go to London for Halloween
Mick: with my grandparents
Mick: But my grandma is having some health issues
Mick: and the plan does'nt exist anymore
Amka: :(
Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>
Amka: What are your plans now?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on.
Mick: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it.",structure_aware_bart,Mick has never done any student exchanges before. He is going to a club with his friends for Halloween. Amka doesn't want to dress up. Mick's grandma is ill and he has no plans for Halloween. Amka never used to do anything for Halloween.,SAMSum,"{""Amka doesn't want to dress up."": [(""doesn't want"", 'extrinsic', 'PredE')], ""Mick's grandma is ill and he has no plans for Halloween."": [('no plans', 'intrinsic', 'EntE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
253,"Amka: Have you ever been to Erasmus?
Amka: and how are you spending Halloween?
Mick: I've never done any student exchanges before.
Mick: That sounds like a lot of fun.
Mick: It's good you're doing a lot of this.
Mick: T'll make your CV 10x better.
Mick: Im'm gonna go to da club with my friends for Halloween loool
Amka: I propably won't dress up.
Mick: There was a plan for me to go to London for Halloween
Mick: with my grandparents
Mick: But my grandma is having some health issues
Mick: and the plan does'nt exist anymore
Amka: :(
Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>
Amka: What are your plans now?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on.
Mick: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it.",bart,"Mick has never done any student exchanges before. He's going to the club with his friends for Halloween. Amka is going to stay in. In Poland, on November 1st people go to the cementary with their families and spend time together.",SAMSum,"{'Amka is going to stay in.': [('Amka', 'intrinsic', 'EntE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
254,"Amka: Have you ever been to Erasmus?
Amka: and how are you spending Halloween?
Mick: I've never done any student exchanges before.
Mick: That sounds like a lot of fun.
Mick: It's good you're doing a lot of this.
Mick: T'll make your CV 10x better.
Mick: Im'm gonna go to da club with my friends for Halloween loool
Amka: I propably won't dress up.
Mick: There was a plan for me to go to London for Halloween
Mick: with my grandparents
Mick: But my grandma is having some health issues
Mick: and the plan does'nt exist anymore
Amka: :(
Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>
Amka: What are your plans now?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on.
Mick: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it.",pegasus,Mick is going to Erasmus for Halloween. He's going to the club with his friends. Amka won't dress up for Halloween. Mick and Amka go to the cementary on November 1st.,SAMSum,"{'Mick is going to Erasmus for Halloween.': [('Erasmus', 'intrinsic', 'CirE')], 'Mick and Amka go to the cementary on November 1st.': [('Mick and Amka', 'intrinsic', 'EntE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
255,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",bart,Patricia sent Elle a fair-trade brand. Elle will look into it.,SAMSum,{},Patricia is recommending a fair-trade brand to Elle and Florence.
256,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",structure_aware_bart,Patricia sends Elle a file with a fair-trade brand. Elle will look into it.,SAMSum,{},Patricia is recommending a fair-trade brand to Elle and Florence.
257,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",pegasus,Elle will look into the fair-trade brand she's been talking about with Patricia. The quality is really great and knowing where it came from makes it easier to spend the extra dollar.,SAMSum,{},Patricia is recommending a fair-trade brand to Elle and Florence.
258,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",gpt3_finetune,"Patricia sent around Elle, Florence and the fair-trade brand. Elle looks into it.",SAMSum,"{'Patricia sent around Elle, Florence and the fair-trade brand.': [('sent around Elle', 'n/a', 'Others')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
259,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",condigsum,Patricia sent Elle a fair-trade brand. Elle will look into it.,SAMSum,{},Patricia is recommending a fair-trade brand to Elle and Florence.
260,"Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",gpt3_finetune,The owner of the popular cafe Kohaku in Covent Garden has apparently shut the place down. Henry and Julia liked the place but there weren't many customers. Julia will write suggested to open a new place somewhere else.,SAMSum,"{'The owner of the popular cafe Kohaku in Covent Garden has apparently shut the place down.': [('apparently', 'extrinsic', 'CirE')], ""Henry and Julia liked the place but there weren't many customers."": [(""there weren't many customers"", 'extrinsic', 'PredE')], 'Julia will write suggested to open a new place somewhere else.': [('suggested', 'extrinsic', 'PredE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
261,"Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",pegasus,"Henry wants to reserve a table at the cafe Kohaku near Covent Garden, but it's closed. Julia has been there last week and wanted to take her cousin there, but the place's empty.",SAMSum,{},"Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
262,"Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",condigsum,"Henry wanted to reserve a table at cafe Kohaku near Covent Garden, but he can't find them anywhere. Their Facebook page disappeared. The place is now empty. Julia wants to take her cousin there, but the place is too expensive. They went to the Lilly's instead.",SAMSum,"{'Julia wants to take her cousin there, but the place is too expensive.': [('is too expensive', 'extrinsic', 'PredE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
263,"Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",bart,"Cafe Kohaku near Covent Garden is no more. Their Facebook page disappeared. Julia was there last week and wanted to take her cousin there, but the place's empty. They went to Lilly's instead. Henry wants to reserve a table at the Japan Centre.",SAMSum,"{'Henry wants to reserve a table at the Japan Centre.': [('at the Japan Centre', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
264,"Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",structure_aware_bart,Kohaku cafe near Covent Garden is closed. Julia went there last week and wanted to take her cousin there but the rent was too high. Henry and Julia went to Lilly's but it's not the same place.,SAMSum,"{'Julia went there last week and wanted to take her cousin there but the rent was too high.': [('was too high', 'intrinsic', 'PredE')], ""Henry and Julia went to Lilly's but it's not the same place."": [('Henry and Julia', 'intrinsic', 'EntE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
265,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :)",structure_aware_bart,Harry bought a new sofa and wants to get pillows.,SAMSum,{},"Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
266,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :)",condigsum,Harry has just bought a new sofa and needs pillows. Kim will buy him grey ones.,SAMSum,"{'Kim will buy him grey ones.': [('Kim', 'intrinsic', 'EntE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
267,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :)",bart,Harry has just bought a new sofa and he needs pillows for Kim's mom. He will tell her that grey is the best colour.,SAMSum,"{""Harry has just bought a new sofa and he needs pillows for Kim's mom."": [(""Kim's mom"", 'intrinsic', 'EntE')], 'He will tell her that grey is the best colour.': [('He', 'intrinsic', 'CorefE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
268,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :)",pegasus,"Kim's mom is asking for a gift for Harry. Harry just bought a new sofa and he needs pillows. If she asks for the colour, tell her that grey is the best.",SAMSum,"{""Kim's mom is asking for a gift for Harry."": [('asking for', 'intrinsic', 'PredE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
269,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :)",gpt3_finetune,Harry has bought a new sofa. He will get pillows in the shade of grey. He gave Kim some advice about a gift for himself.,SAMSum,"{'He will get pillows in the shade of grey.': [('will get', 'extrinsic', 'PredE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
270,"Ryan: Merry Christmas everybody!
Nick: Merry Xmas!
Chris: Merry Xmas to you!
Chris: Where are you btw?
Ryan: visiting family in Manchester
Ryan: white a disaster hahhaha
Chris: We stayed home with Ann, first time on our own!
Chris: and I've liked it so far very much",gpt3_finetune,"Ryan is visiting family in Manchester, Chris is spending the Xmas with Ann.",SAMSum,{},Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
271,"Ryan: Merry Christmas everybody!
Nick: Merry Xmas!
Chris: Merry Xmas to you!
Chris: Where are you btw?
Ryan: visiting family in Manchester
Ryan: white a disaster hahhaha
Chris: We stayed home with Ann, first time on our own!
Chris: and I've liked it so far very much",condigsum,Ryan is visiting family in Manchester. Chris and Ann stayed home with Ann for Christmas.,SAMSum,"{'Chris and Ann stayed home with Ann for Christmas.': [('Chris and Ann', 'intrinsic', 'EntE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
272,"Ryan: Merry Christmas everybody!
Nick: Merry Xmas!
Chris: Merry Xmas to you!
Chris: Where are you btw?
Ryan: visiting family in Manchester
Ryan: white a disaster hahhaha
Chris: We stayed home with Ann, first time on our own!
Chris: and I've liked it so far very much",pegasus,Ryan is visiting family in Manchester. Chris and Nick stayed at Ann's house for the first time on their own. Chris likes it very much. Nick and Nick are also Merry Christmas.,SAMSum,"{""Chris and Nick stayed at Ann's house for the first time on their own."": [('Chris and Nick', 'intrinsic', 'EntE')], 'Nick and Nick are also Merry Christmas.': [('Nick and Nick', 'intrinsic', 'EntE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
273,"Ryan: Merry Christmas everybody!
Nick: Merry Xmas!
Chris: Merry Xmas to you!
Chris: Where are you btw?
Ryan: visiting family in Manchester
Ryan: white a disaster hahhaha
Chris: We stayed home with Ann, first time on our own!
Chris: and I've liked it so far very much",structure_aware_bart,Ryan is visiting family in Manchester. Chris stayed at home with Ann for the first time on their own.,SAMSum,{},Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
274,"Ryan: Merry Christmas everybody!
Nick: Merry Xmas!
Chris: Merry Xmas to you!
Chris: Where are you btw?
Ryan: visiting family in Manchester
Ryan: white a disaster hahhaha
Chris: We stayed home with Ann, first time on our own!
Chris: and I've liked it so far very much",bart,Ryan is visiting family in Manchester for Christmas. Chris and Ann stayed at home with Ann for the first time.,SAMSum,"{'Chris and Ann stayed at home with Ann for the first time.': [('Chris and Ann', 'intrinsic', 'EntE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
275,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",bart,"Tommy will lend Derek McCarthy an Android cable for an hour. Tommy is in Poland. Tommy's wife, Paulina, will give it to Derek McCarthy. She will be at home at 8:15 pm.",SAMSum,{},Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
276,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",gpt3_finetune,Tommy's wife will let Derek borrow an Android cable for a while.,SAMSum,{},Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
277,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",structure_aware_bart,Tommy is in Poland and needs an Android cable to power his power pack. Tommy will call his wife Paulina to borrow one.,SAMSum,"{'Tommy is in Poland and needs an Android cable to power his power pack.': [('and needs', 'n/a', 'Others')], 'Tommy will call his wife Paulina to borrow one.': [('borrow', 'intrinsic', 'PredE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
278,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",pegasus,Derek McCarthy needs to borrow an Android cable for an hour. Tommy's wife will give him one. Tommy will be at work for 15 minutes. Tommy's wife will be at home at 8:15 pm.,SAMSum,"{'Tommy will be at work for 15 minutes.': [('Tommy', 'intrinsic', 'EntE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
